resume_text,experience_years,role,skills,education,selected
"Machine Learning Engineer with 7 years experience. Skilled in JavaScript, Node.js, Pandas, C++, HTML. Education: MCA.",7,Machine Learning Engineer,"JavaScript, Node.js, Pandas, C++, HTML",MCA,1
"Frontend Developer with 5 years experience. Skilled in SQL, Kubernetes, Django, Pandas. Education: M.Tech.",5,Frontend Developer,"SQL, Kubernetes, Django, Pandas",M.Tech,0
"Frontend Developer with 2 years experience. Skilled in HTML, Machine Learning, React, CSS, NumPy. Education: B.Tech.",2,Frontend Developer,"HTML, Machine Learning, React, CSS, NumPy",B.Tech,0
"DevOps Engineer with 7 years experience. Skilled in TensorFlow, NumPy, Node.js, SQL. Education: B.Sc Computer Science.",7,DevOps Engineer,"TensorFlow, NumPy, Node.js, SQL",B.Sc Computer Science,0
"Data Scientist with 0 years experience. Skilled in Pandas, CSS, PyTorch, AWS. Education: BCA.",0,Data Scientist,"Pandas, CSS, PyTorch, AWS",BCA,0
"Data Scientist with 6 years experience. Skilled in NumPy, HTML, React, Deep Learning, Pandas. Education: BCA.",6,Data Scientist,"NumPy, HTML, React, Deep Learning, Pandas",BCA,0
"Machine Learning Engineer with 4 years experience. Skilled in C++, Pandas, PyTorch, NumPy, AWS. Education: B.Sc Computer Science.",4,Machine Learning Engineer,"C++, Pandas, PyTorch, NumPy, AWS",B.Sc Computer Science,0
"Frontend Developer with 6 years experience. Skilled in Docker, NumPy, Flask, TensorFlow. Education: MCA.",6,Frontend Developer,"Docker, NumPy, Flask, TensorFlow",MCA,0
"Backend Developer with 5 years experience. Skilled in Docker, Machine Learning, Pandas, Node.js, Data Analysis, C++, Git. Education: M.Tech.",5,Backend Developer,"Docker, Machine Learning, Pandas, Node.js, Data Analysis, C++, Git",M.Tech,0
"Frontend Developer with 2 years experience. Skilled in Docker, NumPy, React, Python, Machine Learning, Django, CSS, Git. Education: B.Tech.",2,Frontend Developer,"Docker, NumPy, React, Python, Machine Learning, Django, CSS, Git",B.Tech,1
"Backend Developer with 2 years experience. Skilled in Django, Deep Learning, JavaScript, React, Machine Learning, Kubernetes, PyTorch, Pandas. Education: MCA.",2,Backend Developer,"Django, Deep Learning, JavaScript, React, Machine Learning, Kubernetes, PyTorch, Pandas",MCA,1
"Data Scientist with 1 years experience. Skilled in Flask, HTML, CSS, Django, C++, Docker. Education: B.Sc Computer Science.",1,Data Scientist,"Flask, HTML, CSS, Django, C++, Docker",B.Sc Computer Science,0
"Web Developer with 5 years experience. Skilled in Django, C++, Flask, Pandas, Data Analysis, AWS, Python, HTML. Education: M.Tech.",5,Web Developer,"Django, C++, Flask, Pandas, Data Analysis, AWS, Python, HTML",M.Tech,1
"DevOps Engineer with 0 years experience. Skilled in Data Analysis, Docker, NumPy, Django, Deep Learning, AWS, Machine Learning, C++. Education: B.Sc Computer Science.",0,DevOps Engineer,"Data Analysis, Docker, NumPy, Django, Deep Learning, AWS, Machine Learning, C++",B.Sc Computer Science,0
"Data Scientist with 3 years experience. Skilled in React, Data Analysis, Git, Node.js, C++, HTML, SQL, Django. Education: B.Tech.",3,Data Scientist,"React, Data Analysis, Git, Node.js, C++, HTML, SQL, Django",B.Tech,0
"Frontend Developer with 4 years experience. Skilled in Data Analysis, Pandas, NumPy, Python. Education: MCA.",4,Frontend Developer,"Data Analysis, Pandas, NumPy, Python",MCA,1
"DevOps Engineer with 7 years experience. Skilled in AWS, SQL, Flask, Node.js, HTML, C++, Deep Learning, Java. Education: MCA.",7,DevOps Engineer,"AWS, SQL, Flask, Node.js, HTML, C++, Deep Learning, Java",MCA,0
"Data Scientist with 5 years experience. Skilled in HTML, Deep Learning, C++, CSS, Python. Education: B.Tech.",5,Data Scientist,"HTML, Deep Learning, C++, CSS, Python",B.Tech,1
"Machine Learning Engineer with 5 years experience. Skilled in Pandas, Python, Kubernetes, Machine Learning. Education: M.Tech.",5,Machine Learning Engineer,"Pandas, Python, Kubernetes, Machine Learning",M.Tech,1
"DevOps Engineer with 1 years experience. Skilled in HTML, Django, Python, React, TensorFlow, CSS. Education: BCA.",1,DevOps Engineer,"HTML, Django, Python, React, TensorFlow, CSS",BCA,1
"Web Developer with 6 years experience. Skilled in Data Analysis, C++, Git, Machine Learning. Education: M.Tech.",6,Web Developer,"Data Analysis, C++, Git, Machine Learning",M.Tech,0
"Machine Learning Engineer with 4 years experience. Skilled in NumPy, HTML, AWS, Deep Learning. Education: B.Sc Computer Science.",4,Machine Learning Engineer,"NumPy, HTML, AWS, Deep Learning",B.Sc Computer Science,0
"Backend Developer with 5 years experience. Skilled in JavaScript, Node.js, Git, SQL. Education: B.Tech.",5,Backend Developer,"JavaScript, Node.js, Git, SQL",B.Tech,1
"Data Scientist with 1 years experience. Skilled in NumPy, Deep Learning, Kubernetes, Flask, Java, CSS, JavaScript, C++. Education: M.Tech.",1,Data Scientist,"NumPy, Deep Learning, Kubernetes, Flask, Java, CSS, JavaScript, C++",M.Tech,1
"Machine Learning Engineer with 4 years experience. Skilled in Git, SQL, TensorFlow, Node.js. Education: B.Sc Computer Science.",4,Machine Learning Engineer,"Git, SQL, TensorFlow, Node.js",B.Sc Computer Science,0
"Frontend Developer with 1 years experience. Skilled in Java, TensorFlow, Machine Learning, Node.js, React, Flask. Education: M.Tech.",1,Frontend Developer,"Java, TensorFlow, Machine Learning, Node.js, React, Flask",M.Tech,0
"Web Developer with 4 years experience. Skilled in Django, Python, JavaScript, PyTorch, Java. Education: B.Sc Computer Science.",4,Web Developer,"Django, Python, JavaScript, PyTorch, Java",B.Sc Computer Science,1
"DevOps Engineer with 1 years experience. Skilled in HTML, Docker, Kubernetes, Pandas, Machine Learning, Django. Education: BCA.",1,DevOps Engineer,"HTML, Docker, Kubernetes, Pandas, Machine Learning, Django",BCA,0
"Machine Learning Engineer with 2 years experience. Skilled in AWS, CSS, Java, SQL, JavaScript, TensorFlow. Education: MCA.",2,Machine Learning Engineer,"AWS, CSS, Java, SQL, JavaScript, TensorFlow",MCA,1
"Backend Developer with 2 years experience. Skilled in Git, SQL, Flask, Python, PyTorch. Education: BCA.",2,Backend Developer,"Git, SQL, Flask, Python, PyTorch",BCA,1
"Data Scientist with 5 years experience. Skilled in SQL, Data Analysis, Docker, HTML, Deep Learning. Education: B.Sc Computer Science.",5,Data Scientist,"SQL, Data Analysis, Docker, HTML, Deep Learning",B.Sc Computer Science,0
"DevOps Engineer with 5 years experience. Skilled in Data Analysis, Node.js, Docker, NumPy. Education: BCA.",5,DevOps Engineer,"Data Analysis, Node.js, Docker, NumPy",BCA,0
"Machine Learning Engineer with 7 years experience. Skilled in CSS, Java, Kubernetes, Python, Machine Learning, HTML. Education: M.Tech.",7,Machine Learning Engineer,"CSS, Java, Kubernetes, Python, Machine Learning, HTML",M.Tech,1
"Data Scientist with 1 years experience. Skilled in JavaScript, Deep Learning, NumPy, Data Analysis, C++, Pandas, Kubernetes. Education: B.Tech.",1,Data Scientist,"JavaScript, Deep Learning, NumPy, Data Analysis, C++, Pandas, Kubernetes",B.Tech,1
"DevOps Engineer with 2 years experience. Skilled in CSS, C++, HTML, Node.js, Machine Learning, TensorFlow, PyTorch, Docker. Education: BCA.",2,DevOps Engineer,"CSS, C++, HTML, Node.js, Machine Learning, TensorFlow, PyTorch, Docker",BCA,0
"Web Developer with 1 years experience. Skilled in PyTorch, Django, Kubernetes, TensorFlow, JavaScript, C++. Education: B.Tech.",1,Web Developer,"PyTorch, Django, Kubernetes, TensorFlow, JavaScript, C++",B.Tech,1
"Backend Developer with 6 years experience. Skilled in Docker, Deep Learning, TensorFlow, Java. Education: B.Sc Computer Science.",6,Backend Developer,"Docker, Deep Learning, TensorFlow, Java",B.Sc Computer Science,0
"Web Developer with 2 years experience. Skilled in Data Analysis, PyTorch, CSS, Deep Learning, Machine Learning, Node.js, AWS, Kubernetes. Education: B.Tech.",2,Web Developer,"Data Analysis, PyTorch, CSS, Deep Learning, Machine Learning, Node.js, AWS, Kubernetes",B.Tech,0
"Frontend Developer with 6 years experience. Skilled in Deep Learning, TensorFlow, Kubernetes, Git, Docker, Machine Learning, JavaScript. Education: B.Tech.",6,Frontend Developer,"Deep Learning, TensorFlow, Kubernetes, Git, Docker, Machine Learning, JavaScript",B.Tech,1
"Data Scientist with 7 years experience. Skilled in Data Analysis, Kubernetes, TensorFlow, Flask, AWS, Django, Machine Learning. Education: MCA.",7,Data Scientist,"Data Analysis, Kubernetes, TensorFlow, Flask, AWS, Django, Machine Learning",MCA,0
"Backend Developer with 3 years experience. Skilled in PyTorch, C++, Git, JavaScript, Java, Deep Learning, Python. Education: BCA.",3,Backend Developer,"PyTorch, C++, Git, JavaScript, Java, Deep Learning, Python",BCA,1
"Frontend Developer with 2 years experience. Skilled in Python, Django, Machine Learning, Flask, AWS, HTML. Education: B.Tech.",2,Frontend Developer,"Python, Django, Machine Learning, Flask, AWS, HTML",B.Tech,1
"Backend Developer with 1 years experience. Skilled in React, Flask, Pandas, Deep Learning, HTML. Education: M.Tech.",1,Backend Developer,"React, Flask, Pandas, Deep Learning, HTML",M.Tech,0
"Data Scientist with 7 years experience. Skilled in React, NumPy, AWS, Docker. Education: B.Sc Computer Science.",7,Data Scientist,"React, NumPy, AWS, Docker",B.Sc Computer Science,0
"Frontend Developer with 2 years experience. Skilled in TensorFlow, Deep Learning, AWS, Node.js, CSS, SQL, NumPy. Education: M.Tech.",2,Frontend Developer,"TensorFlow, Deep Learning, AWS, Node.js, CSS, SQL, NumPy",M.Tech,0
"Web Developer with 5 years experience. Skilled in Machine Learning, Git, NumPy, Django, Kubernetes, C++. Education: BCA.",5,Web Developer,"Machine Learning, Git, NumPy, Django, Kubernetes, C++",BCA,0
"DevOps Engineer with 1 years experience. Skilled in Pandas, PyTorch, Docker, Django, Flask, Python. Education: B.Sc Computer Science.",1,DevOps Engineer,"Pandas, PyTorch, Docker, Django, Flask, Python",B.Sc Computer Science,1
"Frontend Developer with 1 years experience. Skilled in CSS, Python, Deep Learning, React, C++, Node.js, Kubernetes. Education: M.Tech.",1,Frontend Developer,"CSS, Python, Deep Learning, React, C++, Node.js, Kubernetes",M.Tech,1
"Data Scientist with 2 years experience. Skilled in Python, Flask, React, Machine Learning, Node.js, TensorFlow, SQL, Kubernetes. Education: M.Tech.",2,Data Scientist,"Python, Flask, React, Machine Learning, Node.js, TensorFlow, SQL, Kubernetes",M.Tech,1
"Machine Learning Engineer with 4 years experience. Skilled in NumPy, JavaScript, Git, SQL, Deep Learning, Kubernetes, CSS. Education: BCA.",4,Machine Learning Engineer,"NumPy, JavaScript, Git, SQL, Deep Learning, Kubernetes, CSS",BCA,1
"Data Scientist with 1 years experience. Skilled in SQL, Node.js, Deep Learning, CSS, Java, React. Education: BCA.",1,Data Scientist,"SQL, Node.js, Deep Learning, CSS, Java, React",BCA,0
"Web Developer with 4 years experience. Skilled in Django, TensorFlow, JavaScript, Docker, CSS, Python, AWS. Education: B.Sc Computer Science.",4,Web Developer,"Django, TensorFlow, JavaScript, Docker, CSS, Python, AWS",B.Sc Computer Science,1
"Web Developer with 4 years experience. Skilled in Flask, AWS, NumPy, Deep Learning, Pandas. Education: MCA.",4,Web Developer,"Flask, AWS, NumPy, Deep Learning, Pandas",MCA,0
"Backend Developer with 7 years experience. Skilled in Pandas, NumPy, Docker, React. Education: B.Tech.",7,Backend Developer,"Pandas, NumPy, Docker, React",B.Tech,0
"Machine Learning Engineer with 1 years experience. Skilled in TensorFlow, CSS, Git, React, C++, Django, Kubernetes. Education: MCA.",1,Machine Learning Engineer,"TensorFlow, CSS, Git, React, C++, Django, Kubernetes",MCA,0
"Web Developer with 3 years experience. Skilled in Pandas, Kubernetes, Python, Flask, SQL. Education: M.Tech.",3,Web Developer,"Pandas, Kubernetes, Python, Flask, SQL",M.Tech,1
"Web Developer with 0 years experience. Skilled in Kubernetes, Data Analysis, Git, SQL, Django, React, Machine Learning, Pandas. Education: MCA.",0,Web Developer,"Kubernetes, Data Analysis, Git, SQL, Django, React, Machine Learning, Pandas",MCA,0
"Frontend Developer with 4 years experience. Skilled in SQL, Deep Learning, CSS, Django, TensorFlow, AWS. Education: BCA.",4,Frontend Developer,"SQL, Deep Learning, CSS, Django, TensorFlow, AWS",BCA,0
"Frontend Developer with 6 years experience. Skilled in PyTorch, JavaScript, C++, Flask, Data Analysis, Java, Deep Learning. Education: M.Tech.",6,Frontend Developer,"PyTorch, JavaScript, C++, Flask, Data Analysis, Java, Deep Learning",M.Tech,1
"Data Scientist with 0 years experience. Skilled in NumPy, AWS, Docker, Machine Learning, React. Education: BCA.",0,Data Scientist,"NumPy, AWS, Docker, Machine Learning, React",BCA,0
"Backend Developer with 3 years experience. Skilled in Python, TensorFlow, Docker, C++, React, JavaScript, Data Analysis, Pandas. Education: MCA.",3,Backend Developer,"Python, TensorFlow, Docker, C++, React, JavaScript, Data Analysis, Pandas",MCA,1
"DevOps Engineer with 5 years experience. Skilled in Deep Learning, CSS, Docker, React. Education: B.Tech.",5,DevOps Engineer,"Deep Learning, CSS, Docker, React",B.Tech,0
"Machine Learning Engineer with 2 years experience. Skilled in Flask, JavaScript, AWS, SQL. Education: BCA.",2,Machine Learning Engineer,"Flask, JavaScript, AWS, SQL",BCA,1
"Machine Learning Engineer with 4 years experience. Skilled in React, AWS, PyTorch, Git, Pandas. Education: B.Sc Computer Science.",4,Machine Learning Engineer,"React, AWS, PyTorch, Git, Pandas",B.Sc Computer Science,0
"DevOps Engineer with 1 years experience. Skilled in Node.js, Machine Learning, JavaScript, Flask, Git. Education: MCA.",1,DevOps Engineer,"Node.js, Machine Learning, JavaScript, Flask, Git",MCA,1
"DevOps Engineer with 7 years experience. Skilled in Docker, Python, Java, Git, AWS, Django, Data Analysis. Education: M.Tech.",7,DevOps Engineer,"Docker, Python, Java, Git, AWS, Django, Data Analysis",M.Tech,1
"Data Scientist with 7 years experience. Skilled in Django, Machine Learning, AWS, Git, HTML, Node.js. Education: BCA.",7,Data Scientist,"Django, Machine Learning, AWS, Git, HTML, Node.js",BCA,0
"Data Scientist with 7 years experience. Skilled in Node.js, Kubernetes, JavaScript, Machine Learning, Git, CSS. Education: B.Sc Computer Science.",7,Data Scientist,"Node.js, Kubernetes, JavaScript, Machine Learning, Git, CSS",B.Sc Computer Science,1
"Web Developer with 6 years experience. Skilled in SQL, Docker, React, Node.js, NumPy, AWS, Git, Java. Education: B.Tech.",6,Web Developer,"SQL, Docker, React, Node.js, NumPy, AWS, Git, Java",B.Tech,0
"Machine Learning Engineer with 1 years experience. Skilled in HTML, Docker, NumPy, Machine Learning. Education: MCA.",1,Machine Learning Engineer,"HTML, Docker, NumPy, Machine Learning",MCA,0
"Backend Developer with 1 years experience. Skilled in C++, NumPy, Deep Learning, Python, React. Education: M.Tech.",1,Backend Developer,"C++, NumPy, Deep Learning, Python, React",M.Tech,1
"DevOps Engineer with 7 years experience. Skilled in HTML, Flask, Pandas, JavaScript, Docker, Git. Education: MCA.",7,DevOps Engineer,"HTML, Flask, Pandas, JavaScript, Docker, Git",MCA,1
"Backend Developer with 2 years experience. Skilled in Java, NumPy, Flask, Kubernetes, Django, Machine Learning, Git, JavaScript. Education: B.Tech.",2,Backend Developer,"Java, NumPy, Flask, Kubernetes, Django, Machine Learning, Git, JavaScript",B.Tech,1
"Machine Learning Engineer with 2 years experience. Skilled in Python, NumPy, Git, C++, Deep Learning, AWS, Django. Education: MCA.",2,Machine Learning Engineer,"Python, NumPy, Git, C++, Deep Learning, AWS, Django",MCA,1
"DevOps Engineer with 7 years experience. Skilled in Docker, Django, Node.js, Git, Java. Education: B.Sc Computer Science.",7,DevOps Engineer,"Docker, Django, Node.js, Git, Java",B.Sc Computer Science,0
"DevOps Engineer with 5 years experience. Skilled in JavaScript, Node.js, HTML, Machine Learning, Java, Kubernetes, AWS, React. Education: B.Tech.",5,DevOps Engineer,"JavaScript, Node.js, HTML, Machine Learning, Java, Kubernetes, AWS, React",B.Tech,1
"Frontend Developer with 3 years experience. Skilled in CSS, React, AWS, C++. Education: B.Sc Computer Science.",3,Frontend Developer,"CSS, React, AWS, C++",B.Sc Computer Science,0
"Frontend Developer with 3 years experience. Skilled in Data Analysis, Deep Learning, PyTorch, Docker, JavaScript, Pandas, SQL. Education: MCA.",3,Frontend Developer,"Data Analysis, Deep Learning, PyTorch, Docker, JavaScript, Pandas, SQL",MCA,1
"Frontend Developer with 3 years experience. Skilled in Pandas, Flask, SQL, NumPy, Kubernetes, AWS. Education: B.Tech.",3,Frontend Developer,"Pandas, Flask, SQL, NumPy, Kubernetes, AWS",B.Tech,0
"Machine Learning Engineer with 0 years experience. Skilled in Pandas, Flask, Java, TensorFlow, Machine Learning. Education: M.Tech.",0,Machine Learning Engineer,"Pandas, Flask, Java, TensorFlow, Machine Learning",M.Tech,0
"Backend Developer with 4 years experience. Skilled in AWS, Git, NumPy, Deep Learning, Docker. Education: BCA.",4,Backend Developer,"AWS, Git, NumPy, Deep Learning, Docker",BCA,0
